id,story_id,comment,user_id,comment_id,at_user_id,created_at,updated_at,image
309,148,❤️❤️❤️,477,,,2022-07-18 14:31:13,2022-07-18 14:31:13,
310,148,😍😍,0,309,477,2022-07-18 14:35:38,2022-07-18 14:35:38,
311,145,Welcome dear Abram❤️❤️,0,302,433,2022-07-18 14:36:09,2022-07-18 14:36:09,
312,145,Thank you dear Nitti ❤️❤️,0,307,385,2022-07-18 14:36:28,2022-07-18 14:36:28,
313,130,hai,433,,,2022-07-18 16:17:54,2022-07-18 16:17:54,
314,148,thanks,428,,,2022-07-18 16:32:24,2022-07-18 16:32:24,
315,148,Most welcome lil one ❤️❤️,0,314,428,2022-07-18 16:47:55,2022-07-18 16:47:55,
316,130,Hello Abram☺️😍,0,313,433,2022-07-18 16:48:51,2022-07-18 16:48:51,
317,148,Thankyou ♥️,442,,,2022-07-18 17:18:52,2022-07-18 17:18:52,
318,148,Most welcome lil one ❤️❤️,0,317,442,2022-07-18 17:38:26,2022-07-18 17:38:26,
319,148,thankyou lala❤️,549,,,2022-07-18 18:04:00,2022-07-18 18:04:00,
320,148,thank you Lala..love you,467,,,2022-07-18 18:09:14,2022-07-18 18:09:14,
321,148,Welcome dear Elham 😍😍,0,319,549,2022-07-18 18:29:38,2022-07-18 18:29:38,
322,148,Welcome dear... love you too butterfly 😍,0,320,467,2022-07-18 18:30:28,2022-07-18 18:30:28,
323,129,❤️❤️❤️,457,,,2022-07-18 21:07:09,2022-07-18 21:07:09,
324,129,Thank you Anmikha,0,323,457,2022-07-19 01:47:50,2022-07-19 01:47:50,
326,141,good one,468,,,2022-07-19 06:49:48,2022-07-19 06:49:48,
327,135,✨️✨️,468,,,2022-07-19 06:50:05,2022-07-19 06:50:05,
328,143,thank you,447,,,2022-07-19 10:30:06,2022-07-19 10:30:06,
329,141,Thank you dear Nix 😍😍,0,326,468,2022-07-19 15:01:42,2022-07-19 15:01:42,
330,143,Welcome dear,0,328,447,2022-07-19 15:36:20,2022-07-19 15:36:20,
331,148,thathankyou lala...good night lala from yadhu 🥰🥰🥰🥰,506,,,2022-07-19 15:49:25,2022-07-19 15:49:25,
332,148,tq lala app supr... stories download chyan oru option koode unarunekil net illathapozhum kelkamayirunu,426,,,2022-07-19 15:53:12,2022-07-19 15:53:12,
335,128,thanks you laka,500,,,2022-07-19 16:43:34,2022-07-19 16:43:34,
336,148,love you lala,492,,,2022-07-19 17:05:06,2022-07-19 17:05:06,
337,143,thanks,442,,,2022-07-19 17:14:35,2022-07-19 17:14:35,
338,148,Welcome Yadhu❤️❤️ Good night butterfly,0,331,506,2022-07-19 17:33:40,2022-07-19 17:33:40,
339,148,"Welcome dear ❤️❤️
Thank you for your valuable feedback...",0,332,426,2022-07-19 17:37:53,2022-07-19 17:37:53,
340,148,Love you too lil one❤️❤️,0,336,492,2022-07-19 17:38:12,2022-07-19 17:38:12,
341,143,Welcome Gautham😊❤️❤️,0,337,442,2022-07-19 17:41:06,2022-07-19 17:41:06,
342,128,Welcome dear❤️❤️❤️,0,335,500,2022-07-19 17:41:46,2022-07-19 17:41:46,
343,149,thanks,433,,,2022-07-20 16:26:18,2022-07-20 16:26:18,
344,149,thanks LALA,447,,,2022-07-20 17:28:56,2022-07-20 17:28:56,
345,149,thank you Lala..😘😘,467,,,2022-07-20 17:36:16,2022-07-20 17:36:16,
346,149,thank you lala💓,492,,,2022-07-20 17:42:22,2022-07-20 17:42:22,
347,149,Welcome dearest Abram❤️❤️,0,343,433,2022-07-20 18:26:05,2022-07-20 18:26:05,
348,149,Welcome lil butterfly❤️❤️,0,344,447,2022-07-20 18:26:33,2022-07-20 18:26:33,
349,149,Welcome lil angel❤️❤️,0,345,467,2022-07-20 18:27:40,2022-07-20 18:27:40,
350,149,Welcome dear ❤️❤️,0,346,492,2022-07-20 18:28:05,2022-07-20 18:28:05,
351,149,thank you Lala..,457,,,2022-07-20 20:42:53,2022-07-20 20:42:53,
352,142,Absolutely! I have similar experience. My daughter has keen interest in listening to Lala stories and that’s how she developed her speaking and listening skills abundantly. She is one of the youngest RJ in India.,366,,,2022-07-21 05:13:36,2022-07-21 05:13:36,
353,142,We are so proud of you Nandita❤️❤️❤️ We want every listener of Lala to explore the world of infinite imaginations❤️❤️ We wish you All the very best☺️,0,352,366,2022-07-21 06:30:14,2022-07-21 06:30:14,
354,144,loved it,357,,,2022-07-21 07:26:04,2022-07-21 07:26:04,
355,142,good,357,,,2022-07-21 07:26:55,2022-07-21 07:26:55,
356,144,Thank you so much ❤️❤️❤️,0,354,357,2022-07-21 09:44:53,2022-07-21 09:44:53,
357,142,Thank you so much for your trust on us ❤️❤️,0,265,491,2022-07-21 10:21:57,2022-07-21 10:21:57,
358,149,You are most welcome dear Anmikha😍😍,0,351,457,2022-07-21 10:22:53,2022-07-21 10:22:53,
359,149,thankyou lala..... from yadhu 🥰🥰🥰🥰,506,,,2022-07-22 15:53:52,2022-07-22 15:53:52,
360,149,Welcome Yadhu kutta,0,359,506,2022-07-22 16:22:24,2022-07-22 16:22:24,
361,121,super,564,,,2022-07-22 18:32:22,2022-07-22 18:32:22,
362,121,Thank you ❤️❤️😊,0,361,564,2022-07-23 07:02:57,2022-07-23 07:02:57,
363,149,Nice,382,344,0,2022-07-23 07:28:59,2022-07-23 07:28:59,
364,149,Thank you Lala..🥰 - Sachu & Adhi,443,,,2022-07-23 16:06:37,2022-07-23 16:06:37,
365,149,Welcome Sachu and Adhi ❤️❤️,0,364,443,2022-07-23 19:47:16,2022-07-23 19:47:16,
366,149,❤️,426,,,2022-07-24 15:13:59,2022-07-24 15:13:59,
367,150,tq lala❤️,426,,,2022-07-24 15:24:46,2022-07-24 15:24:46,
368,151,🐥,618,,,2022-07-24 16:59:52,2022-07-24 16:59:52,
369,127,thank you lala,443,,,2022-07-24 17:00:12,2022-07-24 17:00:12,
370,149,thankyou lala,448,,,2022-07-24 17:24:36,2022-07-24 17:24:36,
371,150,❤️❤️,616,,,2022-07-24 18:16:06,2022-07-24 18:16:06,
372,149,🥰,616,,,2022-07-24 18:56:16,2022-07-24 18:56:16,
373,151,❤️☺️☺️,0,368,618,2022-07-25 04:27:23,2022-07-25 04:27:23,
374,150,Welcome dear❤️❤️❤️,0,367,426,2022-07-25 04:27:43,2022-07-25 04:27:43,
375,150,Vamika ❤️❤️❤️,0,371,616,2022-07-25 04:28:04,2022-07-25 04:28:04,
376,149,❤️❤️☺️,0,366,426,2022-07-25 05:38:18,2022-07-25 05:38:18,
377,149,Thank you dear ❤️❤️,0,372,616,2022-07-25 05:38:55,2022-07-25 05:38:55,
378,149,Welcome butterfly ❤️❤️😍,0,370,448,2022-07-25 05:39:13,2022-07-25 05:39:13,
379,127,Welcome dear Advaith❤️❤️,0,369,443,2022-07-25 05:40:24,2022-07-25 05:40:24,
380,152,lala.. nalla kadha enik ishtai 😍,455,,,2022-07-25 15:17:43,2022-07-25 15:17:43,
381,151,super lala.. love you 😍,454,,,2022-07-25 15:37:55,2022-07-25 15:37:55,
382,152,thankyou lala...... goodnight....🥰🥰🥰,506,,,2022-07-25 15:46:26,2022-07-25 15:46:26,
383,152,thankyou lala,442,,,2022-07-25 16:49:27,2022-07-25 16:49:27,
384,152,thank you ലാലാ ❤️❤️❤️,492,,,2022-07-25 16:51:08,2022-07-25 16:51:08,
385,132,thank you lala,424,,,2022-07-25 17:26:28,2022-07-25 17:26:28,
386,152,thank you Lala...ummmaaa,467,,,2022-07-25 18:05:03,2022-07-25 18:05:03,
387,152,thankyou lala🥰,549,,,2022-07-25 18:14:12,2022-07-25 18:14:12,
388,152,Thank you dear Hemil ❤️❤️,0,380,455,2022-07-26 05:13:03,2022-07-26 05:13:03,
389,152,Welcome dear Yadhu❤️❤️,0,382,506,2022-07-26 05:13:24,2022-07-26 05:13:24,
390,152,Welcome dear Gautham❤️❤️,0,383,442,2022-07-26 05:14:01,2022-07-26 05:14:01,
391,152,Welcome dear Nitha❤️❤️,0,384,492,2022-07-26 05:14:23,2022-07-26 05:14:23,
392,152,Welcome dear Thanishk ❤️❤️😍,0,386,467,2022-07-26 05:14:51,2022-07-26 05:14:51,
393,152,Welcome dear Elham❤️❤️,0,387,549,2022-07-26 05:15:16,2022-07-26 05:15:16,
394,132,Welcome lil one❤️❤️😍,0,385,424,2022-07-26 05:15:59,2022-07-26 05:15:59,
395,151,Love you too Zayan❤️❤️ Thank you so much,0,381,454,2022-07-26 05:16:54,2022-07-26 05:16:54,
396,152,nice,0,380,455,2022-07-26 09:23:17,2022-07-26 09:23:17,
397,152,thank you lalaaa..... ❤,578,,,2022-07-26 15:25:51,2022-07-26 15:25:51,
398,152,Welcome,0,397,578,2022-07-26 15:55:39,2022-07-26 15:55:39,
399,152,Thank you lala...,471,,,2022-07-26 16:21:17,2022-07-26 16:21:17,
400,152,Welcome Karthik,0,399,471,2022-07-26 17:17:45,2022-07-26 17:17:45,
401,153,thankyou lala 🥰,455,,,2022-07-27 16:04:23,2022-07-27 16:04:23,
402,153,Welcome dear Hemil❤️❤️,0,401,455,2022-07-27 16:07:44,2022-07-27 16:07:44,
403,153,Thank you lala ❤️❤️,471,,,2022-07-27 16:59:19,2022-07-27 16:59:19,
404,153,thanku lala,472,,,2022-07-27 17:12:11,2022-07-27 17:12:11,
405,153,Welcome,0,404,472,2022-07-27 17:47:51,2022-07-27 17:47:51,
406,153,Welcome,0,403,471,2022-07-27 17:48:16,2022-07-27 17:48:16,
407,153,thank you Lala....uummma,467,,,2022-07-27 17:49:21,2022-07-27 17:49:21,
408,153,Welcome.,0,407,467,2022-07-27 18:41:36,2022-07-27 18:41:36,
409,126,Thank you so much..love you Lala&Nanna.,548,,,2022-07-27 19:35:08,2022-07-27 19:35:08,
410,153,thank u lalaaaa💕💕💕💕,364,,,2022-07-27 20:18:59,2022-07-27 20:18:59,
411,153,Welcome dear ❤️❤️,0,410,364,2022-07-28 01:28:28,2022-07-28 01:28:28,
412,126,Welcome butterfly❤️,0,409,548,2022-07-28 01:28:50,2022-07-28 01:28:50,
413,153,No video?,651,,,2022-07-28 02:52:13,2022-07-28 02:52:13,
414,153,Lala stories do not have video. We encourage kids to have their own imagination while listening to the story which helps them to inprove their creativity ☺️,0,413,651,2022-07-28 06:59:20,2022-07-28 06:59:20,
415,143,thank u.... ❤,578,,,2022-07-28 09:15:27,2022-07-28 09:15:27,
416,143,Welcome butterfly☺️❤️❤️,0,415,578,2022-07-28 09:48:04,2022-07-28 09:48:04,
417,153,thank you la la 🥰,577,,,2022-07-28 14:43:22,2022-07-28 14:43:22,
418,153,Welcome 🎉,0,417,577,2022-07-28 16:09:46,2022-07-28 16:09:46,
419,153,thank you lala...🫶,450,,,2022-07-28 17:04:49,2022-07-28 17:04:49,
425,153,"Welcome, Deeksha kutti",0,419,450,2022-07-28 17:25:43,2022-07-28 17:25:43,
427,154,Thank you lala..,471,,,2022-07-28 17:40:24,2022-07-28 17:40:24,
428,155,Tq lala and uncle ❤️,426,,,2022-07-29 14:53:10,2022-07-29 14:53:10,
429,153,lalede sound modulation 👌🏼❤️,426,,,2022-07-29 15:04:04,2022-07-29 15:04:04,
430,155,thankyou lala...and nithin uncle....goodnight lala.....🥰🥰🥰🥰,506,,,2022-07-29 15:55:19,2022-07-29 15:55:19,
432,153,Thank you so much ☺️☺️,0,429,426,2022-07-29 16:33:06,2022-07-29 16:33:06,
433,151,hai,434,,,2022-07-29 16:33:13,2022-07-29 16:33:13,
434,155,Welcome dear ❤️❤️😍,0,428,426,2022-07-29 16:33:55,2022-07-29 16:33:55,
435,155,Welcome yadhu kutta😍 good night butterfly☺️,0,430,506,2022-07-29 16:34:35,2022-07-29 16:34:35,
436,155,Thank you Nithin and Lala,434,,,2022-07-29 16:43:16,2022-07-29 16:43:16,
437,155,Welcome Anna kutti❤️❤️,0,436,434,2022-07-29 16:44:47,2022-07-29 16:44:47,
438,155,Thank you lala,500,,,2022-07-29 17:12:50,2022-07-29 17:12:50,
439,155,thank you lalaa......and Nithin uncle🥰🥰,428,,,2022-07-29 17:48:08,2022-07-29 17:48:08,
440,151,Hello,0,433,434,2022-07-30 01:02:38,2022-07-30 01:02:38,
441,155,Welcome Mole,0,438,500,2022-07-30 01:03:36,2022-07-30 01:03:36,
442,155,Welcome,0,439,428,2022-07-30 01:03:48,2022-07-30 01:03:48,
444,155,thankyou❤❤❤,424,,,2022-07-30 16:04:46,2022-07-30 16:04:46,
445,150,thankyou lala...... good night lala.....❤❤🥰🥰,506,,,2022-07-30 16:05:08,2022-07-30 16:05:08,
446,150,"Welcome, Yadhu kutta",0,445,506,2022-07-30 16:39:32,2022-07-30 16:39:32,
447,155,Thank you,0,444,424,2022-07-30 16:40:16,2022-07-30 16:40:16,
450,128,thanks,434,,,2022-07-30 16:45:18,2022-07-30 16:45:18,
451,128,Welcome,0,450,434,2022-07-30 17:04:22,2022-07-30 17:04:22,
452,155,🥰😍😘😘,467,,,2022-07-30 17:18:22,2022-07-30 17:18:22,
453,144,love u lala.. 💖😘❤️💕,522,,,2022-07-30 18:18:32,2022-07-30 18:18:32,
454,155,"Thank you uncle and dear lala, ❤️❤️",471,,,2022-07-30 18:31:50,2022-07-30 18:31:50,
455,155,Welcome,0,452,467,2022-07-31 02:07:48,2022-07-31 02:07:48,
456,155,Welcome Dear Karthik,0,454,471,2022-07-31 02:08:13,2022-07-31 02:08:13,
457,144,Love you too ❤,0,453,522,2022-07-31 02:08:56,2022-07-31 02:08:56,
458,141,"hi lala, earlier drawings in you tube were far better and cute",719,,,2022-07-31 15:49:01,2022-07-31 15:49:01,
459,157,Thank you for today's story lala i loved it,596,,,2022-07-31 16:13:01,2022-07-31 16:13:01,
460,157,Welcome Dhruv,0,459,596,2022-07-31 16:40:27,2022-07-31 16:40:27,
461,141,Noted. We will work on that.,0,458,719,2022-07-31 16:41:05,2022-07-31 16:41:05,
462,157,loved it,684,,,2022-07-31 16:55:37,2022-07-31 16:55:37,
463,157,thank you,436,,,2022-07-31 17:10:20,2022-07-31 17:10:20,
464,157,Thank you lil one ❤️❤️,0,462,684,2022-07-31 17:20:15,2022-07-31 17:20:15,
465,157,Welcome Diya kutti 😍,0,463,436,2022-07-31 17:20:47,2022-07-31 17:20:47,
466,143,thankyou,454,,,2022-07-31 17:27:26,2022-07-31 17:27:26,
467,157,thank you lala,472,,,2022-07-31 17:31:38,2022-07-31 17:31:38,
468,157,Welcome Sadhika😍😍,0,467,472,2022-07-31 17:35:33,2022-07-31 17:35:33,
469,143,Welcome Zayan ❤️,0,466,454,2022-07-31 19:23:50,2022-07-31 19:23:50,
470,155,thank you lala,758,,,2022-08-01 10:31:45,2022-08-01 10:31:45,
471,155,Welcome butterfly 😍😍,0,470,758,2022-08-01 14:59:41,2022-08-01 14:59:41,
472,129,😍,774,,,2022-08-01 15:49:28,2022-08-01 15:49:28,
473,151,Hi,732,,,2022-08-01 15:53:21,2022-08-01 15:53:21,
475,121,hi,550,474,550,2022-08-01 16:19:28,2022-08-01 16:19:28,
476,158,thanks lala🥰,428,,,2022-08-01 16:38:21,2022-08-01 16:38:21,
477,129,😍😍,0,472,774,2022-08-01 16:52:40,2022-08-01 16:52:40,
478,152,lala gudnyt..,688,,,2022-08-01 16:52:46,2022-08-01 16:52:46,
479,151,Heyy,0,473,732,2022-08-01 16:53:10,2022-08-01 16:53:10,
480,158,Most welcome Daksh ☺️☺️,0,476,428,2022-08-01 16:53:43,2022-08-01 16:53:43,
481,121,Hi,0,474,550,2022-08-01 16:54:12,2022-08-01 16:54:12,
482,152,Good night Ameya kutti❤️❤️,0,478,688,2022-08-01 17:04:40,2022-08-01 17:04:40,
483,158,thanks lalaa,424,,,2022-08-01 17:18:01,2022-08-01 17:18:01,
484,158,Welcome dear Avinash😍😍,0,483,424,2022-08-01 17:19:13,2022-08-01 17:19:13,
485,158,thanks Lala,447,,,2022-08-01 17:25:48,2022-08-01 17:25:48,
486,158,Welcome lil one😍😍,0,485,447,2022-08-01 17:49:23,2022-08-01 17:49:23,
487,158,Thank you lala,471,,,2022-08-01 18:03:27,2022-08-01 18:03:27,
488,158,Welcome dear Karthik☺️☺️,0,487,471,2022-08-01 18:11:09,2022-08-01 18:11:09,
489,121,super lala,619,,,2022-08-02 16:27:09,2022-08-02 16:27:09,
490,158,Thanks.. nalla rasamunde,442,,,2022-08-02 17:14:47,2022-08-02 17:14:47,
491,148,Lala Super,565,,,2022-08-02 20:48:37,2022-08-02 20:48:37,
492,142,super duper,836,,,2022-08-03 05:04:41,2022-08-03 05:04:41,
493,148,Thank you lil one 😍😍,0,491,565,2022-08-03 05:45:27,2022-08-03 05:45:27,
494,142,Thank you 😍,0,492,836,2022-08-03 05:47:03,2022-08-03 05:47:03,
495,121,Thank you so much lil butterflies 😍😍,0,489,619,2022-08-03 05:47:46,2022-08-03 05:47:46,
496,158,Welcome dear Gautham 😍,0,490,442,2022-08-03 05:48:29,2022-08-03 05:48:29,
497,159,goodnight lala..,688,,,2022-08-03 16:24:53,2022-08-03 16:24:53,
498,159,good night lala,728,,,2022-08-03 16:58:58,2022-08-03 16:58:58,
499,159,thank you lala goodnight lala,596,,,2022-08-03 17:05:29,2022-08-03 17:05:29,
500,155,Thanks lala,839,,,2022-08-03 19:45:52,2022-08-03 19:45:52,
502,159,Ameya kutti❤️❤️,0,497,688,2022-08-04 05:56:18,2022-08-04 05:56:18,
503,159,Hello butterfly😍😍,0,498,728,2022-08-04 05:56:44,2022-08-04 05:56:44,
504,159,You are welcome dear Dhruv 😍,0,499,596,2022-08-04 05:57:50,2022-08-04 05:57:50,
506,122,thank you lala,443,,,2022-08-04 16:12:07,2022-08-04 16:12:07,
507,159,thank u lala...... gd nght.. 🥰🥰,888,,,2022-08-04 16:32:04,2022-08-04 16:32:04,
508,122,Welcome dear Advaith😍😍,0,506,443,2022-08-05 05:57:09,2022-08-05 05:57:09,
509,158,Welcome dear 😍,0,505,631,2022-08-05 05:58:21,2022-08-05 05:58:21,
510,159,Welcome lil butterfly😍,0,507,888,2022-08-05 05:58:59,2022-08-05 05:58:59,
511,153,thankyou lala...... goodnight lala...🥰🥰🥰,506,,,2022-08-05 16:00:05,2022-08-05 16:00:05,
512,155,🥰,849,,,2022-08-05 16:51:28,2022-08-05 16:51:28,
513,148,super story👍👍👍❤️❤️❤️,530,,,2022-08-05 17:18:38,2022-08-05 17:18:38,
514,159,good night lala,828,,,2022-08-05 17:59:57,2022-08-05 17:59:57,
515,143,thank u,365,,,2022-08-05 19:12:21,2022-08-05 19:12:21,
516,143,Welcome dear Jessel😍,0,515,365,2022-08-06 12:53:23,2022-08-06 12:53:23,
517,148,Thank you dear Ameya😍😍,0,513,530,2022-08-06 12:54:03,2022-08-06 12:54:03,
518,153,Welcome Yadhu kutta😍,0,511,506,2022-08-06 12:54:41,2022-08-06 12:54:41,
519,155,Welcome lil butterfly❤️,0,500,839,2022-08-06 12:55:23,2022-08-06 12:55:23,
520,155,😍😍,0,512,849,2022-08-06 12:55:46,2022-08-06 12:55:46,
521,159,😍😍 sleep well lil butterfly,0,514,828,2022-08-06 12:56:26,2022-08-06 12:56:26,
522,157,Thank you La la ❣️,903,,,2022-08-06 14:42:31,2022-08-06 14:42:31,
523,155,thankyou Nithin Uncle & Lala😊,604,,,2022-08-06 15:02:13,2022-08-06 15:02:13,
525,152,"thank you uncle,lala",849,,,2022-08-06 16:42:40,2022-08-06 16:42:40,
529,155,Welcome dear Aaron😍,0,523,604,2022-08-06 16:52:59,2022-08-06 16:52:59,
530,152,Welcome dear😍😍,0,525,849,2022-08-06 16:54:12,2022-08-06 16:54:12,
531,157,Welcome dear Dhiyan😍,0,522,903,2022-08-06 16:55:41,2022-08-06 16:55:41,
532,158,very nice lala. but hanging a lot and difficult to load  when compared to youtube.,731,,,2022-08-06 16:55:43,2022-08-06 16:55:43,
534,158,Thank you Joku😍 and thanks a lot for your valuable feedback👍🏼,0,532,731,2022-08-06 16:57:32,2022-08-06 16:57:32,
535,162,nice story👍❤️🥰,530,,,2022-08-06 16:57:46,2022-08-06 16:57:46,
536,162,Thank you Ameya 😍😍,0,535,530,2022-08-06 17:11:13,2022-08-06 17:11:13,
537,124,😁😄😄😁🙈✌️🙈🙈😎😁🙈😄,929,,,2022-08-06 21:58:09,2022-08-06 21:58:09,
539,124,❤️❤️,0,537,929,2022-08-07 03:10:11,2022-08-07 03:10:11,
540,163,Today's story was great i loved it goodnight lala,596,,,2022-08-07 15:22:29,2022-08-07 15:22:29,
541,163,Thank you dear Dhruv ❤️❤️ Sleep well lil one,0,540,596,2022-08-07 15:24:12,2022-08-07 15:24:12,
542,163,"thank you uncle,lala",849,,,2022-08-07 15:58:44,2022-08-07 15:58:44,
543,163,Welcome dear🥰🥰,0,542,849,2022-08-07 16:00:22,2022-08-07 16:00:22,
544,162,🥰😍🥰🥰,527,,,2022-08-07 16:01:38,2022-08-07 16:01:38,
545,122,"thank you uncle, lala",849,,,2022-08-07 16:06:20,2022-08-07 16:06:20,
546,153,thank you,788,,,2022-08-07 16:30:52,2022-08-07 16:30:52,
547,122,Welcome dear ☺️☺️,0,545,849,2022-08-07 16:42:36,2022-08-07 16:42:36,
548,153,Welcome lil one 🥰,0,546,788,2022-08-07 16:43:04,2022-08-07 16:43:04,
549,162,🥰🥰,0,544,527,2022-08-07 16:43:49,2022-08-07 16:43:49,
550,159,thanks,433,,,2022-08-07 16:59:41,2022-08-07 16:59:41,
551,159,Welcome dear Abram☺️,0,550,433,2022-08-07 17:08:51,2022-08-07 17:08:51,
552,121,great lala,943,,,2022-08-07 19:11:04,2022-08-07 19:11:04,
553,121,Thank you dear Aarav 🥰,0,552,943,2022-08-08 05:25:32,2022-08-08 05:25:32,
554,164,thankyou,448,,,2022-08-08 17:23:27,2022-08-08 17:23:27,
555,164,Welcome lil butterfly,0,554,448,2022-08-09 04:47:54,2022-08-09 04:47:54,
556,164,thankyou lala😍,701,,,2022-08-09 10:46:53,2022-08-09 10:46:53,
557,164,Welcome dear Aiden,0,556,701,2022-08-09 12:00:35,2022-08-09 12:00:35,
558,159,:),688,497,0,2022-08-09 16:44:31,2022-08-09 16:44:31,
559,159,:),688,497,0,2022-08-09 16:44:31,2022-08-09 16:44:31,
560,164,thank you...goodnight love you lala,688,,,2022-08-09 16:53:26,2022-08-09 16:53:26,
561,163,nice story I love it,530,,,2022-08-09 17:20:28,2022-08-09 17:20:28,
562,163,Nice👌🏽👌🏽,740,,,2022-08-09 17:26:58,2022-08-09 17:26:58,
563,144,Thanks Lala..good night & sweet dreams,548,,,2022-08-09 20:01:15,2022-08-09 20:01:15,
564,144,Welcome dearest Advika🥰🥰,0,563,548,2022-08-10 04:23:30,2022-08-10 04:23:30,
